,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
22714,K9 Zeke,"Muldrow Police Department, OK","EOW: Thursday, July 23, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-07-23,2015,True,Muldrow Police Department, OK
22715,K9 Jola,"Jim Wells County Sheriff's Office, TX","EOW: Monday, August 10, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-08-10,2015,True,Jim Wells County Sheriff's Office, TX
22716,K9 Falko,"Toledo Police Department, OH","EOW: Wednesday, August 12, 2015",Cause of Death: Gunfire,Gunfire,2015-08-12,2015,True,Toledo Police Department, OH
22717,K9 Wix,"Brown County Sheriff's Office, WI","EOW: Wednesday, August 12, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-08-12,2015,True,Brown County Sheriff's Office, WI
22718,K9 Kojack,"Maryland Division of Correction, MD","EOW: Tuesday, August 25, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-08-25,2015,True,Maryland Division of Correction, MD
22719,K9 Dingo,"Maryland Division of Correction, MD","EOW: Tuesday, August 25, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-08-25,2015,True,Maryland Division of Correction, MD
22720,K9 Ike,"Vancouver Police Department, WA","EOW: Wednesday, September 2, 2015",Cause of Death: Stabbed,Stabbed,2015-09-02,2015,True,Vancouver Police Department, WA
22721,K9 Dutch,"Minneapolis Police Department, MN","EOW: Saturday, September 5, 2015",Cause of Death: Training accident,Training accident,2015-09-05,2015,True,Minneapolis Police Department, MN
22722,K9 Koa,"Lander Police Department, WY","EOW: Friday, October 16, 2015",Cause of Death: Struck by vehicle,Struck by vehicle,2015-10-16,2015,True,Lander Police Department, WY
22723,K9 Hyco,"Anderson County Sheriff's Office, SC","EOW: Wednesday, October 21, 2015",Cause of Death: Gunfire,Gunfire,2015-10-21,2015,True,Anderson County Sheriff's Office, SC
22724,"Corporal Harvey Snook, III","Arlington County Police Department, VA","EOW: Thursday, January 14, 2016",Cause of Death: 9/11 related illness,9/11 related illness,2016-01-14,2016,False,Arlington County Police Department, VA
22725,"Police Officer Thomas W. Cottrell, Jr.","Danville Police Department, OH","EOW: Sunday, January 17, 2016",Cause of Death: Gunfire,Gunfire,2016-01-17,2016,False,Danville Police Department, OH
22726,"Police Officer Douglas Scott Barney, II.","Unified Police Department of Greater Salt Lake, UT","EOW: Sunday, January 17, 2016",Cause of Death: Gunfire,Gunfire,2016-01-17,2016,False,Unified Police Department of Greater Salt Lake, UT
22727,Correctional Officer Adam Conrad,"Marion County Sheriff's Office, IL","EOW: Wednesday, January 20, 2016",Cause of Death: Automobile accident,Automobile accident,2016-01-20,2016,False,Marion County Sheriff's Office, IL
22728,Special Agent Scott McGuire,"United States Department of Homeland Security - Immigration and Customs Enforcement - Homeland Security Investigations, US","EOW: Sunday, January 24, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-01-24,2016,False,United States Department of Homeland Security - Immigration and Customs Enforcement - Homeland Security Investigations, US
22729,Sergeant Jason Goodding,"Seaside Police Department, OR","EOW: Friday, February 5, 2016",Cause of Death: Gunfire,Gunfire,2016-02-05,2016,False,Seaside Police Department, OR
22730,Deputy Sheriff Derek Geer,"Mesa County Sheriff's Office, CO","EOW: Monday, February 8, 2016",Cause of Death: Gunfire,Gunfire,2016-02-08,2016,False,Mesa County Sheriff's Office, CO
22731,Deputy Sheriff Scott Ballantyne,"Tulare County Sheriff's Office, CA","EOW: Wednesday, February 10, 2016",Cause of Death: Aircraft accident,Aircraft accident,2016-02-10,2016,False,Tulare County Sheriff's Office, CA
22732,Senior Deputy Mark Logsdon,"Harford County Sheriff's Office, MD","EOW: Wednesday, February 10, 2016",Cause of Death: Gunfire,Gunfire,2016-02-10,2016,False,Harford County Sheriff's Office, MD
22733,Senior Deputy Patrick Dailey,"Harford County Sheriff's Office, MD","EOW: Wednesday, February 10, 2016",Cause of Death: Gunfire,Gunfire,2016-02-10,2016,False,Harford County Sheriff's Office, MD
22734,Major Gregory E. Barney,"Riverdale Police Department, GA","EOW: Thursday, February 11, 2016",Cause of Death: Gunfire,Gunfire,2016-02-11,2016,False,Riverdale Police Department, GA
22735,Police Officer Jason Moszer,"Fargo Police Department, ND","EOW: Thursday, February 11, 2016",Cause of Death: Gunfire,Gunfire,2016-02-11,2016,False,Fargo Police Department, ND
22736,Special Agent Lee Tartt,"Mississippi Department of Public Safety - Bureau of Narcotics, MS","EOW: Saturday, February 20, 2016",Cause of Death: Gunfire,Gunfire,2016-02-20,2016,False,Mississippi Department of Public Safety - Bureau of Narcotics, MS
22737,Corporal Nate Carrigan,"Park County Sheriff's Office, CO","EOW: Wednesday, February 24, 2016",Cause of Death: Gunfire,Gunfire,2016-02-24,2016,False,Park County Sheriff's Office, CO
22738,Officer Ashley Marie Guindon,"Prince William County Police Department, VA","EOW: Saturday, February 27, 2016",Cause of Death: Gunfire,Gunfire,2016-02-27,2016,False,Prince William County Police Department, VA
22739,Deputy Sheriff Travis Russell,"Las Animas County Sheriff's Office, CO","EOW: Tuesday, March 1, 2016",Cause of Death: Automobile accident,Automobile accident,2016-03-01,2016,False,Las Animas County Sheriff's Office, CO
22740,Police Officer David Stefan Hofer,"Euless Police Department, TX","EOW: Tuesday, March 1, 2016",Cause of Death: Gunfire,Gunfire,2016-03-01,2016,False,Euless Police Department, TX
22741,Police Officer Scot Fitzgerald,"South Jacksonville Police Department, IL","EOW: Friday, March 4, 2016",Cause of Death: Automobile accident,Automobile accident,2016-03-04,2016,False,South Jacksonville Police Department, IL
22742,Trooper Sean E. Cullen,"New Jersey State Police, NJ","EOW: Tuesday, March 8, 2016",Cause of Death: Struck by vehicle,Struck by vehicle,2016-03-08,2016,False,New Jersey State Police, NJ
22743,"Deputy Sheriff John Robert Kotfila, Jr.","Hillsborough County Sheriff's Office, FL","EOW: Saturday, March 12, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-03-12,2016,False,Hillsborough County Sheriff's Office, FL
22744,Officer Nathan Taylor,"California Highway Patrol, CA","EOW: Sunday, March 13, 2016",Cause of Death: Struck by vehicle,Struck by vehicle,2016-03-13,2016,False,California Highway Patrol, CA
22745,Police Officer I Jacai D. Colson,"Prince George's County Police Department, MD","EOW: Sunday, March 13, 2016",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2016-03-13,2016,False,Prince George's County Police Department, MD
22746,Patrolman David Ortiz,"El Paso Police Department, TX","EOW: Monday, March 14, 2016",Cause of Death: Motorcycle accident,Motorcycle accident,2016-03-14,2016,False,El Paso Police Department, TX
22747,First Sergeant Joseph G. Portaro,"West Virginia State Police, WV","EOW: Monday, March 14, 2016",Cause of Death: Heart attack,Heart attack,2016-03-14,2016,False,West Virginia State Police, WV
22748,Trooper Thomas Clardy,"Massachusetts State Police, MA","EOW: Wednesday, March 16, 2016",Cause of Death: Automobile accident,Automobile accident,2016-03-16,2016,False,Massachusetts State Police, MA
22749,Police Officer III Allen Lee Jacobs,"Greenville Police Department, SC","EOW: Friday, March 18, 2016",Cause of Death: Gunfire,Gunfire,2016-03-18,2016,False,Greenville Police Department, SC
22750,Deputy Sheriff Carl A. Koontz,"Howard County Sheriff's Office, IN","EOW: Sunday, March 20, 2016",Cause of Death: Gunfire,Gunfire,2016-03-20,2016,False,Howard County Sheriff's Office, IN
22751,Police Officer Susan Louise Farrell,"Des Moines Police Department, IA","EOW: Saturday, March 26, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-03-26,2016,False,Des Moines Police Department, IA
22752,Police Officer Carlos Puente-Morales,"Des Moines Police Department, IA","EOW: Saturday, March 26, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-03-26,2016,False,Des Moines Police Department, IA
22753,Trooper Jeffrey Nichols,"Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Saturday, March 26, 2016",Cause of Death: Automobile accident,Automobile accident,2016-03-26,2016,False,Texas Department of Public Safety - Texas Highway Patrol, TX
22754,Trooper Chad Phillip Dermyer,"Virginia State Police, VA","EOW: Thursday, March 31, 2016",Cause of Death: Gunfire,Gunfire,2016-03-31,2016,False,Virginia State Police, VA
22755,Police Officer Steven Michael Smith,"Columbus Division of Police, OH","EOW: Tuesday, April 12, 2016",Cause of Death: Gunfire,Gunfire,2016-04-12,2016,False,Columbus Division of Police, OH
22756,Border Patrol Agent Jose Daniel Barraza,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US","EOW: Monday, April 18, 2016",Cause of Death: Automobile accident,Automobile accident,2016-04-18,2016,False,United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US
22757,Sergeant Jorge Ramos,"Florida Department of Corrections, FL","EOW: Sunday, May 1, 2016",Cause of Death: Heart attack,Heart attack,2016-05-01,2016,False,Florida Department of Corrections, FL
22758,"Investigator Anthony ""TJ"" Freeman","Bibb County Sheriff's Office, GA","EOW: Thursday, May 5, 2016",Cause of Death: Vehicle pursuit,Vehicle pursuit,2016-05-05,2016,False,Bibb County Sheriff's Office, GA
22759,Detective Brad D. Lancaster,"Kansas City Police Department, KS","EOW: Monday, May 9, 2016",Cause of Death: Gunfire,Gunfire,2016-05-09,2016,False,Kansas City Police Department, KS
22760,Police Officer David Van Glasser,"Phoenix Police Department, AZ","EOW: Thursday, May 19, 2016",Cause of Death: Gunfire,Gunfire,2016-05-19,2016,False,Phoenix Police Department, AZ
22761,Police Officer Sean R. Johnson," Hilliard Division of Police, OH","EOW: Thursday, May 19, 2016",Cause of Death: Motorcycle accident,Motorcycle accident,2016-05-19,2016,False, Hilliard Division of Police, OH
22762,"Police Officer Ronald Tarentino, Jr.","Auburn Police Department, MA","EOW: Sunday, May 22, 2016",Cause of Death: Gunfire,Gunfire,2016-05-22,2016,False,Auburn Police Department, MA
22763,Deputy Sheriff Michael Arthur Winter,"Branch County Sheriff's Office, MI","EOW: Tuesday, May 31, 2016",Cause of Death: Animal related,Animal related,2016-05-31,2016,False,Branch County Sheriff's Office, MI
22764,Sergeant Derrick Mingo,"Winnsboro Police Department, LA","EOW: Saturday, June 4, 2016",Cause of Death: Automobile accident,Automobile accident,2016-06-04,2016,False,Winnsboro Police Department, LA
22765,"Police Officer Verdell Smith, Sr","Memphis Police Department, TN","EOW: Saturday, June 4, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-06-04,2016,False,Memphis Police Department, TN
22766,Police Officer Natasha Maria Hunter,"New Orleans Police Department, LA","EOW: Tuesday, June 7, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-06-07,2016,False,New Orleans Police Department, LA
22767,Deportation Officer Brian Beliso,"United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US","EOW: Wednesday, June 8, 2016",Cause of Death: Heart attack,Heart attack,2016-06-08,2016,False,United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US
22768,Police Officer Endy Nddiobong  Ekpanya,"Pearland Police Department, TX","EOW: Sunday, June 12, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-06-12,2016,False,Pearland Police Department, TX
22769,Agent Gilberto Colón-Leon,"Puerto Rico Police Department, PR","EOW: Monday, June 13, 2016",Cause of Death: Gunfire,Gunfire,2016-06-13,2016,False,Puerto Rico Police Department, PR
22770,Police Officer Michael Jason Katherman,"San Jose Police Department, CA","EOW: Tuesday, June 14, 2016",Cause of Death: Motorcycle accident,Motorcycle accident,2016-06-14,2016,False,San Jose Police Department, CA
22771,Police Officer Zachary Tyler Larnerd,"Gainesboro Police Department, TN","EOW: Wednesday, June 15, 2016",Cause of Death: Automobile accident,Automobile accident,2016-06-15,2016,False,Gainesboro Police Department, TN
22772,Sergeant Stacey Allen Baumgartner,"Patton Village Police Department, TX","EOW: Sunday, June 19, 2016",Cause of Death: Vehicle pursuit,Vehicle pursuit,2016-06-19,2016,False,Patton Village Police Department, TX
22773,"Deputy Sheriff David Francis Michel, Jr.","Jefferson Parish Sheriff's Office, LA","EOW: Wednesday, June 22, 2016",Cause of Death: Gunfire,Gunfire,2016-06-22,2016,False,Jefferson Parish Sheriff's Office, LA
22774,Officer Bradley Wayne Treat,"United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US","EOW: Wednesday, June 29, 2016",Cause of Death: Animal related,Animal related,2016-06-29,2016,False,United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US
22775,"Deputy Sheriff Martin Tase Sturgill, II","Humphreys County Sheriff's Office, TN","EOW: Thursday, June 30, 2016",Cause of Death: Heart attack,Heart attack,2016-06-30,2016,False,Humphreys County Sheriff's Office, TN
22776,Sergeant David Kyle Elahi,"Sterlington Police Department, LA","EOW: Sunday, July 3, 2016",Cause of Death: Vehicular assault,Vehicular assault,2016-07-03,2016,False,Sterlington Police Department, LA
22777,K9 Jojo,"San Bernardino County Sheriff's Department, CA","EOW: Wednesday, January 6, 2016",Cause of Death: Asphyxiation,Asphyxiation,2016-01-06,2016,True,San Bernardino County Sheriff's Department, CA
22778,K9 Jethro,"Canton Police Department, OH","EOW: Sunday, January 10, 2016",Cause of Death: Gunfire,Gunfire,2016-01-10,2016,True,Canton Police Department, OH
22779,K9 Krijger,"Norfolk Police Department, VA","EOW: Monday, January 11, 2016",Cause of Death: Gunfire,Gunfire,2016-01-11,2016,True,Norfolk Police Department, VA
22780,K9 Ogar,"Smith County Constable's Office - Precinct 5, TX","EOW: Tuesday, January 19, 2016",Cause of Death: Gunfire,Gunfire,2016-01-19,2016,True,Smith County Constable's Office - Precinct 5, TX
22781,K9 Jag,"Twin Rivers Unified School District Police Department, CA","EOW: Wednesday, January 20, 2016",Cause of Death: Struck by vehicle,Struck by vehicle,2016-01-20,2016,True,Twin Rivers Unified School District Police Department, CA
22782,K9 Kobus,"Omaha Police Department, NE","EOW: Saturday, January 23, 2016",Cause of Death: Gunfire,Gunfire,2016-01-23,2016,True,Omaha Police Department, NE
22783,K9 Betcha,"Rutland County Sheriff's Office, VT","EOW: Friday, January 29, 2016",Cause of Death: Struck by vehicle,Struck by vehicle,2016-01-29,2016,True,Rutland County Sheriff's Office, VT
22784,K9 Aren,"Port Authority of Allegheny County Police Department, PA","EOW: Sunday, January 31, 2016",Cause of Death: Stabbed,Stabbed,2016-01-31,2016,True,Port Authority of Allegheny County Police Department, PA
22785,K9 Vigor,"Monroe County Sheriff's Office, TN","EOW: Wednesday, March 9, 2016",Cause of Death: Drowned,Drowned,2016-03-09,2016,True,Monroe County Sheriff's Office, TN
22786,K9 Reefer,"Chelan County Sheriff's Office, WA","EOW: Wednesday, March 9, 2016",Cause of Death: Struck by vehicle,Struck by vehicle,2016-03-09,2016,True,Chelan County Sheriff's Office, WA
22787,K9 Nicky,"Las Vegas Metropolitan Police Department, NV","EOW: Thursday, March 31, 2016",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2016-03-31,2016,True,Las Vegas Metropolitan Police Department, NV
22788,K9 Aldo,"Unified Police Department of Greater Salt Lake, UT","EOW: Wednesday, April 27, 2016",Cause of Death: Gunfire,Gunfire,2016-04-27,2016,True,Unified Police Department of Greater Salt Lake, UT
